time,type,description,details
5310,ASSIGNMENT_MADE,Courier 3 assigned orders [51] with relay,"{""courier_id"": 3, ""order_ids"": [51], ""bundle_size"": 1, ""has_relay"": true}"
5310,ASSIGNMENT_MADE,Courier 4 assigned orders [51] with relay,"{""courier_id"": 4, ""order_ids"": [51], ""bundle_size"": 1, ""has_relay"": true}"
5319,ORDER_READY,Order 52 is ready for pickup,"{""order_id"": 52}"
5331,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
5340,ORDER_PICKED_UP,Order 49 picked up by courier 1,"{""order_id"": 49, ""courier_id"": 1}"
5340,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
5340,ASSIGNMENT_MADE,Courier 6 assigned orders [52],"{""courier_id"": 6, ""order_ids"": [52], ""bundle_size"": 1, ""has_relay"": false}"
5353,ORDER_PLACED,Order 58 placed,"{""order_id"": 58, ""restaurant_id"": 6}"
5353,ORDER_READY,Order 53 is ready for pickup,"{""order_id"": 53}"
5354,ORDER_DELIVERED,Order 49 delivered by courier 1,"{""order_id"": 49, ""courier_id"": 1, ""click_to_door"": 855.0668933128927, ""ready_to_door"": 555.0668933128927}"
5354,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
5370,ASSIGNMENT_MADE,Courier 1 assigned orders [53],"{""courier_id"": 1, ""order_ids"": [53], ""bundle_size"": 1, ""has_relay"": false}"
5384,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
5387,ORDER_READY,Order 54 is ready for pickup,"{""order_id"": 54}"
5399,ORDER_DELIVERED,Order 41 delivered by courier 5,"{""order_id"": 41, ""courier_id"": 5, ""click_to_door"": 1411.722497658995, ""ready_to_door"": 1111.722497658995}"
5399,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
5400,ASSIGNMENT_MADE,Courier 5 assigned orders [54],"{""courier_id"": 5, ""order_ids"": [54], ""bundle_size"": 1, ""has_relay"": false}"
5421,ORDER_PICKED_UP,Order 50 picked up by courier 2,"{""order_id"": 50, ""courier_id"": 2}"
5421,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
5422,ORDER_PLACED,Order 59 placed,"{""order_id"": 59, ""restaurant_id"": 0}"
5422,ORDER_READY,Order 55 is ready for pickup,"{""order_id"": 55}"
5437,ORDER_READY,Order 56 is ready for pickup,"{""order_id"": 56}"
5453,ORDER_PLACED,Order 60 placed,"{""order_id"": 60, ""restaurant_id"": 2}"
5460,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
5463,ORDER_PLACED,Order 61 placed,"{""order_id"": 61, ""restaurant_id"": 7}"
5474,ORDER_PICKED_UP,Order 53 picked up by courier 1,"{""order_id"": 53, ""courier_id"": 1}"
5474,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
5490,ORDER_PLACED,Order 62 placed,"{""order_id"": 62, ""restaurant_id"": 1}"
5520,ORDER_READY,Order 57 is ready for pickup,"{""order_id"": 57}"
5541,ORDER_DELIVERED,Order 50 delivered by courier 2,"{""order_id"": 50, ""courier_id"": 2, ""click_to_door"": 623.504553230594, ""ready_to_door"": 323.50455323059396}"
5541,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
5550,ORDER_PICKED_UP,Order 54 picked up by courier 5,"{""order_id"": 54, ""courier_id"": 5}"
5550,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
5550,ASSIGNMENT_MADE,"Courier 2 assigned orders [56, 57]","{""courier_id"": 2, ""order_ids"": [56, 57], ""bundle_size"": 2, ""has_relay"": false}"
5576,ORDER_PLACED,Order 63 placed,"{""order_id"": 63, ""restaurant_id"": 0}"
5579,ORDER_DELIVERED,Order 43 delivered by courier 0,"{""order_id"": 43, ""courier_id"": 0, ""click_to_door"": 1526.842074397472, ""ready_to_door"": 1226.842074397472}"
5579,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
5580,ASSIGNMENT_MADE,Courier 0 assigned orders [55],"{""courier_id"": 0, ""order_ids"": [55], ""bundle_size"": 1, ""has_relay"": false}"
5594,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
5624,ORDER_DELIVERED,Order 48 delivered by courier 7,"{""order_id"": 48, ""courier_id"": 7, ""click_to_door"": 1197.9107389999726, ""ready_to_door"": 897.9107389999726}"
5624,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
5643,ORDER_PLACED,Order 64 placed,"{""order_id"": 64, ""restaurant_id"": 3}"
5643,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
5645,ORDER_DELIVERED,Order 53 delivered by courier 1,"{""order_id"": 53, ""courier_id"": 1, ""click_to_door"": 592.9575180443053, ""ready_to_door"": 292.9575180443053}"
5645,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
5653,ORDER_READY,Order 58 is ready for pickup,"{""order_id"": 58}"
5670,RELAY_CREATED,Relay handoff created: C1 → C7 for order 58,"{""courier_1_id"": 1, ""courier_2_id"": 7, ""order_id"": 58, ""handoff_location"": [1.8510348120602225, 2.5]}"
5670,ASSIGNMENT_MADE,Courier 1 assigned orders [58] with relay,"{""courier_id"": 1, ""order_ids"": [58], ""bundle_size"": 1, ""has_relay"": true}"
5670,ASSIGNMENT_MADE,Courier 7 assigned orders [58] with relay,"{""courier_id"": 7, ""order_ids"": [58], ""bundle_size"": 1, ""has_relay"": true}"
5677,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
5684,ORDER_PICKED_UP,Order 51 picked up by courier 3,"{""order_id"": 51, ""courier_id"": 3}"
5684,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
5722,ORDER_READY,Order 59 is ready for pickup,"{""order_id"": 59}"
5733,ORDER_PICKED_UP,Order 56 picked up by courier 2,"{""order_id"": 56, ""courier_id"": 2}"
5733,ORDER_PICKED_UP,Order 57 picked up by courier 2,"{""order_id"": 57, ""courier_id"": 2}"
5733,ROUTE_OPTIMIZED,Courier 2 route optimized: 2 dropoffs reordered,"{""courier_id"": 2, ""original_sequence"": [56, 57], ""optimized_sequence"": []}"
5733,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
5753,ORDER_READY,Order 60 is ready for pickup,"{""order_id"": 60}"
5763,ORDER_READY,Order 61 is ready for pickup,"{""order_id"": 61}"
5767,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
5767,ORDER_PICKED_UP,Order 52 picked up by courier 6,"{""order_id"": 52, ""courier_id"": 6}"
5767,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
5790,ORDER_READY,Order 62 is ready for pickup,"{""order_id"": 62}"
5798,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
5853,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
5857,ORDER_PICKED_UP,Order 58 picked up by courier 1,"{""order_id"": 58, ""courier_id"": 1}"
5857,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
5876,ORDER_READY,Order 63 is ready for pickup,"{""order_id"": 63}"
5878,ORDER_PLACED,Order 65 placed,"{""order_id"": 65, ""restaurant_id"": 1}"
5888,ORDER_PICKED_UP,Order 55 picked up by courier 0,"{""order_id"": 55, ""courier_id"": 0}"
5888,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
5943,ORDER_READY,Order 64 is ready for pickup,"{""order_id"": 64}"
5943,ORDER_PICKED_UP,Order 51 picked up by courier 4,"{""order_id"": 51, ""courier_id"": 4}"
5943,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
5951,ORDER_DELIVERED,Order 56 delivered by courier 2,"{""order_id"": 56, ""courier_id"": 2, ""click_to_door"": 814.6749307184709, ""ready_to_door"": 514.6749307184709}"
5981,ORDER_PLACED,Order 66 placed,"{""order_id"": 66, ""restaurant_id"": 2}"
5983,ORDER_DELIVERED,Order 54 delivered by courier 5,"{""order_id"": 54, ""courier_id"": 5, ""click_to_door"": 896.9024720655798, ""ready_to_door"": 596.9024720655798}"
5983,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
6000,ASSIGNMENT_MADE,Courier 5 assigned orders [64],"{""courier_id"": 5, ""order_ids"": [64], ""bundle_size"": 1, ""has_relay"": false}"
6001,ORDER_PLACED,Order 67 placed,"{""order_id"": 67, ""restaurant_id"": 7}"
6049,ORDER_PLACED,Order 68 placed,"{""order_id"": 68, ""restaurant_id"": 5}"
6076,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
6166,ORDER_PICKED_UP,Order 58 picked up by courier 7,"{""order_id"": 58, ""courier_id"": 7}"
6166,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
6178,ORDER_READY,Order 65 is ready for pickup,"{""order_id"": 65}"
6217,ORDER_DELIVERED,Order 51 delivered by courier 3,"{""order_id"": 51, ""courier_id"": 3, ""click_to_door"": 1215.8320535207822, ""ready_to_door"": 915.8320535207822}"
6217,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
6240,ASSIGNMENT_MADE,Courier 3 assigned orders [61],"{""courier_id"": 3, ""order_ids"": [61], ""bundle_size"": 1, ""has_relay"": false}"
6246,ORDER_PLACED,Order 69 placed,"{""order_id"": 69, ""restaurant_id"": 7}"
6274,ORDER_DELIVERED,Order 52 delivered by courier 6,"{""order_id"": 52, ""courier_id"": 6, ""click_to_door"": 1255.3686900127577, ""ready_to_door"": 955.3686900127577}"
6274,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
6281,ORDER_READY,Order 66 is ready for pickup,"{""order_id"": 66}"
6300,ASSIGNMENT_MADE,"Courier 6 assigned orders [62, 65]","{""courier_id"": 6, ""order_ids"": [62, 65], ""bundle_size"": 2, ""has_relay"": false}"
6301,ORDER_READY,Order 67 is ready for pickup,"{""order_id"": 67}"
6314,ORDER_DELIVERED,Order 58 delivered by courier 1,"{""order_id"": 58, ""courier_id"": 1, ""click_to_door"": 961.8831495369386, ""ready_to_door"": 661.8831495369386}"
6314,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
6323,ORDER_DELIVERED,Order 55 delivered by courier 0,"{""order_id"": 55, ""courier_id"": 0, ""click_to_door"": 1201.1866403908998, ""ready_to_door"": 901.1866403908998}"
6323,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
6330,ASSIGNMENT_MADE,Courier 0 assigned orders [67],"{""courier_id"": 0, ""order_ids"": [67], ""bundle_size"": 1, ""has_relay"": false}"
6330,ASSIGNMENT_MADE,"Courier 1 assigned orders [59, 63]","{""courier_id"": 1, ""order_ids"": [59, 63], ""bundle_size"": 2, ""has_relay"": false}"
6333,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
6349,ORDER_READY,Order 68 is ready for pickup,"{""order_id"": 68}"
6358,ORDER_DELIVERED,Order 57 delivered by courier 2,"{""order_id"": 57, ""courier_id"": 2, ""click_to_door"": 1138.0263954515704, ""ready_to_door"": 838.0263954515704}"
6358,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
6360,ASSIGNMENT_MADE,Courier 2 assigned orders [68],"{""courier_id"": 2, ""order_ids"": [68], ""bundle_size"": 1, ""has_relay"": false}"
6423,ORDER_PICKED_UP,Order 64 picked up by courier 5,"{""order_id"": 64, ""courier_id"": 5}"
6423,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
6434,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
6476,ORDER_DELIVERED,Order 51 delivered by courier 4,"{""order_id"": 51, ""courier_id"": 4, ""click_to_door"": 1474.8320535207822, ""ready_to_door"": 1174.8320535207822}"
6476,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
6480,ASSIGNMENT_MADE,"Courier 4 assigned orders [60, 66]","{""courier_id"": 4, ""order_ids"": [60, 66], ""bundle_size"": 2, ""has_relay"": false}"
6509,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
6510,ORDER_DELIVERED,Order 64 delivered by courier 5,"{""order_id"": 64, ""courier_id"": 5, ""click_to_door"": 867.9700973409081, ""ready_to_door"": 567.9700973409081}"
6510,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
6516,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
6524,ORDER_PICKED_UP,Order 61 picked up by courier 3,"{""order_id"": 61, ""courier_id"": 3}"
6524,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
6543,ORDER_PLACED,Order 70 placed,"{""order_id"": 70, ""restaurant_id"": 5}"
6545,ORDER_PLACED,Order 71 placed,"{""order_id"": 71, ""restaurant_id"": 5}"
6546,ORDER_READY,Order 69 is ready for pickup,"{""order_id"": 69}"
6570,ASSIGNMENT_MADE,Courier 5 assigned orders [69],"{""courier_id"": 5, ""order_ids"": [69], ""bundle_size"": 1, ""has_relay"": false}"
6599,ORDER_PICKED_UP,Order 59 picked up by courier 1,"{""order_id"": 59, ""courier_id"": 1}"
6599,ORDER_PICKED_UP,Order 63 picked up by courier 1,"{""order_id"": 63, ""courier_id"": 1}"
6599,ROUTE_OPTIMIZED,Courier 1 route optimized: 2 dropoffs reordered,"{""courier_id"": 1, ""original_sequence"": [59, 63], ""optimized_sequence"": []}"
6599,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
6606,ORDER_PICKED_UP,Order 68 picked up by courier 2,"{""order_id"": 68, ""courier_id"": 2}"
6606,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
6623,ORDER_DELIVERED,Order 58 delivered by courier 7,"{""order_id"": 58, ""courier_id"": 7, ""click_to_door"": 1270.8831495369386, ""ready_to_door"": 970.8831495369386}"
6623,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
6640,ORDER_PLACED,Order 72 placed,"{""order_id"": 72, ""restaurant_id"": 0}"
6685,ORDER_PLACED,Order 73 placed,"{""order_id"": 73, ""restaurant_id"": 7}"
6688,ORDER_PLACED,Order 74 placed,"{""order_id"": 74, ""restaurant_id"": 4}"
6692,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
6698,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
6782,ORDER_PICKED_UP,Order 67 picked up by courier 0,"{""order_id"": 67, ""courier_id"": 0}"
6782,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
6788,ORDER_PICKED_UP,Order 62 picked up by courier 6,"{""order_id"": 62, ""courier_id"": 6}"
6788,ORDER_PICKED_UP,Order 65 picked up by courier 6,"{""order_id"": 65, ""courier_id"": 6}"
6788,ROUTE_OPTIMIZED,Courier 6 route optimized: 2 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [62, 65], ""optimized_sequence"": []}"
6788,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
6816,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
6843,ORDER_READY,Order 70 is ready for pickup,"{""order_id"": 70}"
6845,ORDER_READY,Order 71 is ready for pickup,"{""order_id"": 71}"
6863,ORDER_PLACED,Order 75 placed,"{""order_id"": 75, ""restaurant_id"": 0}"
6870,ASSIGNMENT_MADE,"Courier 7 assigned orders [70, 71]","{""courier_id"": 7, ""order_ids"": [70, 71], ""bundle_size"": 2, ""has_relay"": false}"
6906,ORDER_PICKED_UP,Order 60 picked up by courier 4,"{""order_id"": 60, ""courier_id"": 4}"
6906,ORDER_PICKED_UP,Order 66 picked up by courier 4,"{""order_id"": 66, ""courier_id"": 4}"
6906,ROUTE_OPTIMIZED,Courier 4 route optimized: 2 dropoffs reordered,"{""courier_id"": 4, ""original_sequence"": [60, 66], ""optimized_sequence"": []}"
6906,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
6938,ORDER_DELIVERED,Order 63 delivered by courier 1,"{""order_id"": 63, ""courier_id"": 1, ""click_to_door"": 1362.7029795097187, ""ready_to_door"": 1062.7029795097187}"
6940,ORDER_READY,Order 72 is ready for pickup,"{""order_id"": 72}"
6949,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
6952,ORDER_DELIVERED,Order 61 delivered by courier 3,"{""order_id"": 61, ""courier_id"": 3, ""click_to_door"": 1489.2526864702913, ""ready_to_door"": 1189.2526864702913}"
6952,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
6960,ASSIGNMENT_MADE,Courier 3 assigned orders [72],"{""courier_id"": 3, ""order_ids"": [72], ""bundle_size"": 1, ""has_relay"": false}"
6985,ORDER_READY,Order 73 is ready for pickup,"{""order_id"": 73}"
6988,ORDER_READY,Order 74 is ready for pickup,"{""order_id"": 74}"
6988,ORDER_DELIVERED,Order 67 delivered by courier 0,"{""order_id"": 67, ""courier_id"": 0, ""click_to_door"": 987.9086956343808, ""ready_to_door"": 687.9086956343808}"
6988,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
6990,ASSIGNMENT_MADE,Courier 0 assigned orders [74],"{""courier_id"": 0, ""order_ids"": [74], ""bundle_size"": 1, ""has_relay"": false}"
6993,ORDER_DELIVERED,Order 65 delivered by courier 6,"{""order_id"": 65, ""courier_id"": 6, ""click_to_door"": 1115.8563726967814, ""ready_to_door"": 815.8563726967814}"
7014,ORDER_PLACED,Order 76 placed,"{""order_id"": 76, ""restaurant_id"": 2}"
7024,ORDER_DELIVERED,Order 68 delivered by courier 2,"{""order_id"": 68, ""courier_id"": 2, ""click_to_door"": 975.6241597503977, ""ready_to_door"": 675.6241597503977}"
7024,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
7039,ORDER_PICKED_UP,Order 69 picked up by courier 5,"{""order_id"": 69, ""courier_id"": 5}"
7039,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
7050,ASSIGNMENT_MADE,Courier 2 assigned orders [73],"{""courier_id"": 2, ""order_ids"": [73], ""bundle_size"": 1, ""has_relay"": false}"
7090,ORDER_PLACED,Order 77 placed,"{""order_id"": 77, ""restaurant_id"": 6}"
7097,ORDER_PLACED,Order 78 placed,"{""order_id"": 78, ""restaurant_id"": 4}"
7142,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
7148,ORDER_PLACED,Order 79 placed,"{""order_id"": 79, ""restaurant_id"": 6}"
7163,ORDER_READY,Order 75 is ready for pickup,"{""order_id"": 75}"
7171,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
7204,ORDER_PLACED,Order 80 placed,"{""order_id"": 80, ""restaurant_id"": 3}"
7232,ORDER_PICKED_UP,Order 74 picked up by courier 0,"{""order_id"": 74, ""courier_id"": 0}"
7232,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
7261,ORDER_PICKED_UP,Order 70 picked up by courier 7,"{""order_id"": 70, ""courier_id"": 7}"
7261,ORDER_PICKED_UP,Order 71 picked up by courier 7,"{""order_id"": 71, ""courier_id"": 7}"
7261,ROUTE_OPTIMIZED,Courier 7 route optimized: 2 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [70, 71], ""optimized_sequence"": []}"
7261,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
7264,ORDER_DELIVERED,Order 59 delivered by courier 1,"{""order_id"": 59, ""courier_id"": 1, ""click_to_door"": 1842.140725863429, ""ready_to_door"": 1542.140725863429}"
7264,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
7275,ORDER_DELIVERED,Order 69 delivered by courier 5,"{""order_id"": 69, ""courier_id"": 5, ""click_to_door"": 1029.993097405667, ""ready_to_door"": 729.993097405667}"
7275,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
7290,ASSIGNMENT_MADE,Courier 5 assigned orders [75],"{""courier_id"": 5, ""order_ids"": [75], ""bundle_size"": 1, ""has_relay"": false}"
7305,ORDER_DELIVERED,Order 62 delivered by courier 6,"{""order_id"": 62, ""courier_id"": 6, ""click_to_door"": 1815.571502324785, ""ready_to_door"": 1515.571502324785}"
7305,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
7314,ORDER_READY,Order 76 is ready for pickup,"{""order_id"": 76}"
7320,ASSIGNMENT_MADE,Courier 1 assigned orders [76],"{""courier_id"": 1, ""order_ids"": [76], ""bundle_size"": 1, ""has_relay"": false}"
7334,ORDER_DELIVERED,Order 74 delivered by courier 0,"{""order_id"": 74, ""courier_id"": 0, ""click_to_door"": 646.0825609156591, ""ready_to_door"": 346.0825609156591}"
7334,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
7336,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
7343,ORDER_DELIVERED,Order 60 delivered by courier 4,"{""order_id"": 60, ""courier_id"": 4, ""click_to_door"": 1890.7622299421437, ""ready_to_door"": 1590.7622299421437}"
7365,ORDER_PLACED,Order 81 placed,"{""order_id"": 81, ""restaurant_id"": 6}"
7372,ORDER_PLACED,Order 82 placed,"{""order_id"": 82, ""restaurant_id"": 4}"
7379,ORDER_PLACED,Order 83 placed,"{""order_id"": 83, ""restaurant_id"": 7}"
7380,ORDER_PLACED,Order 84 placed,"{""order_id"": 84, ""restaurant_id"": 3}"
7390,ORDER_READY,Order 77 is ready for pickup,"{""order_id"": 77}"
7397,ORDER_READY,Order 78 is ready for pickup,"{""order_id"": 78}"
7410,ASSIGNMENT_MADE,Courier 0 assigned orders [78],"{""courier_id"": 0, ""order_ids"": [78], ""bundle_size"": 1, ""has_relay"": false}"
7410,ASSIGNMENT_MADE,Courier 6 assigned orders [77],"{""courier_id"": 6, ""order_ids"": [77], ""bundle_size"": 1, ""has_relay"": false}"
7426,ORDER_PICKED_UP,Order 72 picked up by courier 3,"{""order_id"": 72, ""courier_id"": 3}"
7426,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
7444,ORDER_DELIVERED,Order 71 delivered by courier 7,"{""order_id"": 71, ""courier_id"": 7, ""click_to_door"": 899.8482470258168, ""ready_to_door"": 599.8482470258168}"
7448,ORDER_READY,Order 79 is ready for pickup,"{""order_id"": 79}"
7454,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
7495,ORDER_PLACED,Order 85 placed,"{""order_id"": 85, ""restaurant_id"": 7}"
7495,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
7504,ORDER_READY,Order 80 is ready for pickup,"{""order_id"": 80}"
7512,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
7522,ORDER_DELIVERED,Order 66 delivered by courier 4,"{""order_id"": 66, ""courier_id"": 4, ""click_to_door"": 1541.3063401542631, ""ready_to_door"": 1241.3063401542631}"
7522,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
7530,ASSIGNMENT_MADE,Courier 4 assigned orders [79],"{""courier_id"": 4, ""order_ids"": [79], ""bundle_size"": 1, ""has_relay"": false}"
7544,ORDER_PICKED_UP,Order 77 picked up by courier 6,"{""order_id"": 77, ""courier_id"": 6}"
7544,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
7585,ORDER_PLACED,Order 86 placed,"{""order_id"": 86, ""restaurant_id"": 1}"
7585,ORDER_PICKED_UP,Order 73 picked up by courier 2,"{""order_id"": 73, ""courier_id"": 2}"
7585,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
7591,ORDER_PLACED,Order 87 placed,"{""order_id"": 87, ""restaurant_id"": 7}"
7600,ORDER_PLACED,Order 88 placed,"{""order_id"": 88, ""restaurant_id"": 5}"
7602,ORDER_PICKED_UP,Order 78 picked up by courier 0,"{""order_id"": 78, ""courier_id"": 0}"
7602,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
7603,ORDER_DELIVERED,Order 70 delivered by courier 7,"{""order_id"": 70, ""courier_id"": 7, ""click_to_door"": 1060.5440643955935, ""ready_to_door"": 760.5440643955935}"
7603,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
7620,ASSIGNMENT_MADE,Courier 7 assigned orders [80],"{""courier_id"": 7, ""order_ids"": [80], ""bundle_size"": 1, ""has_relay"": false}"
7662,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
7665,ORDER_READY,Order 81 is ready for pickup,"{""order_id"": 81}"
7672,ORDER_READY,Order 82 is ready for pickup,"{""order_id"": 82}"
7674,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
7679,ORDER_READY,Order 83 is ready for pickup,"{""order_id"": 83}"
7680,ORDER_READY,Order 84 is ready for pickup,"{""order_id"": 84}"
7729,ORDER_DELIVERED,Order 78 delivered by courier 0,"{""order_id"": 78, ""courier_id"": 0, ""click_to_door"": 632.3939297056068, ""ready_to_door"": 332.39392970560675}"
7729,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
7740,ASSIGNMENT_MADE,Courier 0 assigned orders [82],"{""courier_id"": 0, ""order_ids"": [82], ""bundle_size"": 1, ""has_relay"": false}"
7745,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
7752,ORDER_PICKED_UP,Order 79 picked up by courier 4,"{""order_id"": 79, ""courier_id"": 4}"
7752,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
7764,ORDER_PICKED_UP,Order 75 picked up by courier 5,"{""order_id"": 75, ""courier_id"": 5}"
7764,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
7787,ORDER_PLACED,Order 89 placed,"{""order_id"": 89, ""restaurant_id"": 7}"
